[35  9  1]
[35  9  3]
[35 10  1]
[35 10  2]
[35 10  3]
[36  5  1]
[36  5  2]
[36  5  3]
[36  6  1]
[36  6  3]
[36  7  1]
[36  7  3]
[36  8  1]
[36  8  3]
[36  9  1]
[36  9  3]
[36 10  1]
[36 10  2]
[36 10  3]
[37  5  1]
[37  5  2]
[37  5  3]
[37  6  1]
[37  6  3]
[37  7  1]
[37  7  3]
[37  8  1]
[37  8  3]
[37  9  1]
[37  9  3]
[37 10  1]
[37 10  2]
[37 10  3]
[38  5  1]
[38  5  2]
[38  5  3]
[38  6  1]
[38  6  3]
[38  7  1]
[38  7  3]
[38  8  1]
[38  8  3]
[38  9  1]
[38  9  3]
[38 10  1]
[38 10  2]
[38 10  3]
[39  5  1]
[39  5  2]
[39  5  3]
[39  6  1]
[39  6  3]
[39  7  1]
[39  7  3]
[39  8  1]
[39  8  3]
[39  9  1]
[39  9  3]
[39 10  1]
[39 10  2]
[39 10  3]
[40  5  1]
[40  5  2]
[40  5  3]
[40  6  1]
[40  6  4]
[40  7  1]
[40  7  4]
[40  8  1]
[40  8  4]
[40  9  1]
[40  9  3]
[40 10  1]
[40 10  2]
[40 10  3]
[41  5  1]
[41  5  2]
[41  5  3]
[41  6  1]
[41  6  4]
[41  7  1]
[41  7  4]
[41  8  1]
[41  8  4]
[41  9  1]
[41  9  3]
[41 10  1]
[41 10  2]
[41 10  3]
[42  5  1]
[42  5  2]
[42  5  3]
[42  6  1]
[42  6  4]
[42  7  1]
[42  7  4]
[42  8  1]
[42  8  4]
[42  9  1]
[42  9  3]
[42 10  1]
[42 10  2]
[42 10  3]
[43  5  1]
[43  5  2]
[43  5  3]
[43  6  1]
[43  6  3]
[43  7  1]
[43  7  3]
[43  8  1]
[43  8  3]
[43  9  1]
[43  9  3]
[43 10  1]
[43 10  2]
[43 10  3]
[44  5  1]
[44  5  2]
[44  5  3]
[44  6  1]
[44  6  3]
[44  7  1]
[44  7  3]
[44  8  1]
[44  8  3]
[44  9  1]
[44  9  3]
[44 10  1]
[44 10  2]
[44 10  3]
[45  5  1]
[45  5  2]
[45  5  3]
[45  6  1]
[45  6  3]
[45  7  1]
[45  7  3]
[45  8  1]
[45  8  3]
[45  9  1]
[45  9  3]
[45 10  1]
[45 10  2]
[45 10  3]
[46  5  1]
[46  5  2]
[46  5  3]
[46  6  1]
[46  6  2]
[46  6  3]
[46  7  1]
[46  7  2]
[46  7  3]
[46  8  1]
[46  8  2]
[46  8  3]
[46  9  1]
[46  9  2]
[46  9  3]
[46 10  1]
[46 10  2]
[46 10  3]
